"","fighter","winner","match_id","weight_class","date","opponent"
"1558","Paige VanZant",0,1558,"WomenFlyweight","2018-01-14","Jessica-Rose Clark"
"1559","Talita Bernardo",0,1559,"WomenBantamweight","2018-01-14","Irene Aldana"
"1560","Mads Burnell",1,1560,"Featherweight","2018-01-14","Mike Santiago"
"1561","Danielle Taylor",0,1561,"WomenStrawweight","2018-01-14","JJ Aldrich"
"1562","Kalindra Faria",0,1562,"WomenFlyweight","2018-01-14","Jessica Eye"
"1563","Khabib Nurmagomedov",1,1563,"Lightweight","2017-12-30","Edson Barboza"
"1564","Cristiane Justino",1,1564,"WomenFeatherweight","2017-12-30","Holly Holm"
"1565","Dan Hooker",1,1565,"Lightweight","2017-12-30","Marc Diakiese"
"1566","Marvin Vettori",0.5,1566,"Middleweight","2017-12-30","Omari Akhmedov"
"1567","Cynthia Calvillo",0,1567,"WomenStrawweight","2017-12-30","Carla Esparza"
"1568","Myles Jury",1,1568,"Featherweight","2017-12-30","Rick Glenn"
"1569","Khalil Rountree Jr.",0.5,1569,"LightHeavyweight","2017-12-30","Michal Oleksiejczuk"
"1570","Carlos Condit",0,1570,"Welterweight","2017-12-30","Neil Magny"
"1571","Louis Smolka",0,1571,"Flyweight","2017-12-30","Matheus Nicolau"
"1572","Tim Elliott",1,1572,"Bantamweight","2017-12-30","Mark De La Rosa"
"1573","Julian Marquez",1,1573,"Middleweight","2017-12-16","Darren Stewart"
"1574","Ricardo Lamas",0,1574,"Featherweight","2017-12-16","Josh Emmett"
"1575","Glover Teixeira",1,1575,"LightHeavyweight","2017-12-16","Misha Cirkunov"
"1576","Chad Laprise",1,1576,"Welterweight","2017-12-16","Galore Bofando"
"1577","Robbie Lawler",0,1577,"Welterweight","2017-12-16","Rafael Dos Anjos"
"1578","Nordine Taleb",1,1578,"Welterweight","2017-12-16","Danny Roberts"
"1579","Jared Cannonier",0,1579,"LightHeavyweight","2017-12-16","Jan Blachowicz"
"1580","Santiago Ponzinibbio",1,1580,"Welterweight","2017-12-16","Mike Perry"
"1581","Alessio Di Chirico",1,1581,"Middleweight","2017-12-16","Oluwale Bamgbose"
"1582","John Makdessi",1,1582,"Lightweight","2017-12-16","Abel Trujillo"
"1583","Jordan Mein",1,1583,"Welterweight","2017-12-16","Erick Silva"
"1584","Luke Sanders",0,1584,"Bantamweight","2017-12-09","Andre Soukhamthath"
"1585","Eryk Anders",1,1585,"Middleweight","2017-12-09","Markus Perez"
"1586","Jason Knight",0,1586,"Featherweight","2017-12-09","Gabriel Benitez"
"1587","Albert Morales",0,1587,"Bantamweight","2017-12-09","Benito Lopez"
"1588","Scott Holtzman",1,1588,"Lightweight","2017-12-09","Darrell Horcher"
"1589","Marlon Moraes",1,1589,"Bantamweight","2017-12-09","Aljamain Sterling"
"1590","Cub Swanson",0,1590,"Featherweight","2017-12-09","Brian Ortega"
"1591","Alexis Davis",1,1591,"WomenFlyweight","2017-12-09","Liz Carmouche"
"1592","Frankie Saenz",1,1592,"Bantamweight","2017-12-09","Merab Dvalishvili"
"1593","Chris Gruetzemacher",0,1593,"Lightweight","2017-12-09","Davi Ramos"
"1594","Alejandro Perez",1,1594,"Bantamweight","2017-12-09","Iuri Alcantara"
"1595","Carls John De Tomas",0,1595,"Bantamweight","2017-12-09","Alex Perez"
"1596","Antonio Braga Neto",0,1596,"Middleweight","2017-12-09","Trevin Giles"
"1597","Henry Cejudo",1,1597,"Flyweight","2017-12-02","Sergio Pettis"
"1598","David Teymur",1,1598,"Lightweight","2017-12-02","Drakkar Klose"
"1599","Alistair Overeem",0,1599,"Heavyweight","2017-12-02","Francis Ngannou"
"1600","Tecia Torres",1,1600,"WomenStrawweight","2017-12-02","Michelle Waterson"
"1601","Max Holloway",1,1601,"Featherweight","2017-12-02","Jose Aldo"
"1602","Charles Oliveira",0,1602,"Lightweight","2017-12-02","Paul Felder"
"1603","Alex Oliveira",0,1603,"Welterweight","2017-12-02","Yancy Medeiros"
"1604","Eddie Alvarez",1,1604,"Lightweight","2017-12-02","Justin Gaethje"
"1605","Sabah Homasi",0,1605,"Welterweight","2017-12-02","Abdul Razak Alhassan"
"1606","Jeremy Kimball",0,1606,"LightHeavyweight","2017-12-02","Dominick Reyes"
"1607","Justin Willis",1,1607,"Heavyweight","2017-12-02","Allen Crowder"
"1608","Amanda Cooper",1,1608,"WomenStrawweight","2017-12-02","Angela Magana"
"1609","Felice Herrig",1,1609,"WomenStrawweight","2017-12-02","Cortney Casey"
"1610","Eric Spicely",0,1610,"Middleweight","2017-12-01","Gerald Meerschaert"
"1611","Barb Honchak",0,1611,"WomenFlyweight","2017-12-01","Lauren Murphy"
"1612","Christina Marks",0,1612,"WomenFlyweight","2017-12-01","Montana De La Rosa"
"1613","Andrew Sanchez",0,1613,"Middleweight","2017-12-01","Ryan Janes"
"1614","DeAnna Bennett",0.5,1614,"WomenFlyweight","2017-12-01","Melinda Fabian"
"1615","Nicco Montano",1,1615,"WomenFlyweight","2017-12-01","Roxanne Modafferi"
"1616","Sean O'Malley",1,1616,"Bantamweight","2017-12-01","Terrion Ware"
"1617","Joe Soto",0,1617,"Bantamweight","2017-12-01","Brett Johns"
"1618","Ariel Beck",0,1618,"WomenFlyweight","2017-12-01","Shana Dobson"
"1619","Karine Gevorgyan",0,1619,"WomenFlyweight","2017-12-01","Rachael Ostovich"
"1620","Gillian Robertson",1,1620,"WomenFlyweight","2017-12-01","Emily Whitmire"
"1621","Muslim Salikhov",0,1621,"Welterweight","2017-11-25","Alex Garcia"
"1622","Michael Bisping",0,1622,"Middleweight","2017-11-25","Kelvin Gastelum"
"1623","Song Yadong",1,1623,"Featherweight","2017-11-25","Bharat Kandare"
"1624","Zabit Magomedsharipov",1,1624,"Featherweight","2017-11-25","Sheymon Moraes"
"1625","Kailin Curran",0,1625,"WomenStrawweight","2017-11-25","Yan Xiaonan"
"1626","Song Kenan",1,1626,"Welterweight","2017-11-25","Bobby Nash"
"1627","Li Jingliang",1,1627,"Welterweight","2017-11-25","Zak Ottow"
"1628","Wang Guan",1,1628,"Featherweight","2017-11-25","Alex Caceres"
"1629","Wu Yanan",0,1629,"WomenBantamweight","2017-11-25","Gina Mazany"
"1630","Cyril Asker",1,1630,"Heavyweight","2017-11-25","Hu Yaozong"
"1631","Chase Sherman",0,1631,"Heavyweight","2017-11-25","Shamil Abdurakhimov"
"1632","Wuliji Buren",0,1632,"Featherweight","2017-11-25","Rolando Dy"
"1633","Elias Theodorou",1,1633,"Middleweight","2017-11-18","Daniel Kelly"
"1634","Bec Rawlings",0,1634,"WomenFlyweight","2017-11-18","Jessica-Rose Clark"
"1635","Jake Matthews",1,1635,"Welterweight","2017-11-18","Bojan Velickovic"
"1636","Tim Means",0,1636,"Welterweight","2017-11-18","Belal Muhammad"
"1637","Alexander Volkanovski",1,1637,"CatchWeight","2017-11-18","Shane Young"
"1638","Ryan Benoit",1,1638,"Flyweight","2017-11-18","Ashkan Mokhtarian"
"1639","Fabricio Werdum",1,1639,"Heavyweight","2017-11-18","Marcin Tybura"
"1640","Nik Lentz",1,1640,"Lightweight","2017-11-18","Will Brooks"
"1641","Rashad Coulter",0,1641,"Heavyweight","2017-11-18","Tai Tuivasa"
"1642","Damien Brown",0,1642,"Lightweight","2017-11-18","Frank Camacho"
"1643","Jenel Lausa",0,1643,"Flyweight","2017-11-18","Eric Shelton"
"1644","Anthony Hamilton",0,1644,"Heavyweight","2017-11-18","Adam Wieczorek"
"1645","Alex Chambers",0,1645,"WomenStrawweight","2017-11-18","Nadia Kassem"
"1646","John Dodson",0,1646,"Bantamweight","2017-11-11","Marlon Moraes"
"1647","Raphael Assuncao",1,1647,"Bantamweight","2017-11-11","Matthew Lopez"
"1648","Nate Marquardt",0,1648,"Middleweight","2017-11-11","Cezar Ferreira"
"1649","Matt Brown",1,1649,"Welterweight","2017-11-11","Diego Sanchez"
"1650","Tatiana Suarez",1,1650,"WomenStrawweight","2017-11-11","Viviane Pereira"
"1651","Dustin Poirier",1,1651,"Lightweight","2017-11-11","Anthony Pettis"
"1652","Joe Lauzon",0,1652,"Lightweight","2017-11-11","Clay Guida"
"1653","Junior Albini",0,1653,"Heavyweight","2017-11-11","Andrei Arlovski"
"1654","Darren Stewart",0,1654,"Middleweight","2017-11-11","Karl Roberson"
"1655","Angela Hill",0,1655,"WomenStrawweight","2017-11-11","Nina Ansaroff"
"1656","Sage Northcutt",1,1656,"Lightweight","2017-11-11","Michel Quinones"
"1657","Court McGee",0,1657,"Welterweight","2017-11-11","Sean Strickland"
"1658","Jake Collier",1,1658,"LightHeavyweight","2017-11-11","Marcel Fortuna"
"1659","Joanna Jedrzejczyk",0,1659,"WomenStrawweight","2017-11-04","Rose Namajunas"
"1660","Ovince Saint Preux",1,1660,"LightHeavyweight","2017-11-04","Corey Anderson"
"1661","Walt Harris",0,1661,"Heavyweight","2017-11-04","Mark Godbeer"
"1662","Johny Hendricks",0,1662,"Middleweight","2017-11-04","Paulo Costa"
"1663","Cody Garbrandt",0,1663,"Bantamweight","2017-11-04","TJ Dillashaw"
"1664","James Vick",1,1664,"Lightweight","2017-11-04","Joe Duffy"
"1665","Stephen Thompson",1,1665,"Welterweight","2017-11-04","Jorge Masvidal"
"1666","Michael Bisping",0,1666,"Middleweight","2017-11-04","Georges St-Pierre"
"1667","Aleksei Oleinik",0,1667,"Heavyweight","2017-11-04","Curtis Blaydes"
"1668","Randy Brown",1,1668,"Welterweight","2017-11-04","Mickey Gall"
"1669","Aiemann Zahabi",0,1669,"Bantamweight","2017-11-04","Ricardo Ramos"
"1670","Thiago Santos",1,1670,"Middleweight","2017-10-28","Jack Hermansson"
"1671","Francisco Trinaldo",1,1671,"Lightweight","2017-10-28","Jim Miller"
"1672","Antonio Carlos Junior",1,1672,"Middleweight","2017-10-28","Jack Marshman"
"1673","Vicente Luque",1,1673,"Welterweight","2017-10-28","Niko Price"
"1674","Derek Brunson",1,1674,"Middleweight","2017-10-28","Lyoto Machida"
"1675","Pedro Munhoz",1,1675,"Bantamweight","2017-10-28","Rob Font"
"1676","Demian Maia",0,1676,"Welterweight","2017-10-28","Colby Covington"
"1677","John Lineker",1,1677,"Bantamweight","2017-10-28","Marlon Vera"
"1678","Hacran Dias",0,1678,"Lightweight","2017-10-28","Jared Gordon"
"1679","Deiveson Figueiredo",1,1679,"Flyweight","2017-10-28","Jarred Brooks"
"1680","Elizeu Zaleski dos Santos",1,1680,"Welterweight","2017-10-28","Max Griffin"
"1681","Marcelo Golm",1,1681,"Heavyweight","2017-10-28","Christian Colombo"
"1682","Jan Blachowicz",1,1682,"LightHeavyweight","2017-10-21","Devin Clark"
"1683","Artem Lobov",0,1683,"Featherweight","2017-10-21","Andre Fili"
